721,54,1230,6694
722,2656,6476,9189
723,6494,7629,8239
724,2902,6593,8602
725,547,818,4758
726,1722,5302,7447
727,2848,4396,7164
728,3699,4964,7607
729,1743,6814,8820
730,3780,4091,6906
731,3473,7608,9064
732,3832,5511,7974
733,1616,3104,8875
734,161,4413,6098
735,813,4406,4817
736,1527,4711,8561
737,1027,7947,8071
738,3173,5384,7809
739,147,4605,8610
740,391,6228,9550
741,891,2037,4588
742,1195,1437,6802
743,5403,5474,6879
744,3047,5673,9163
745,5721,6587,7128
746,1490,2752,3216
747,313,2098,6286
748,1872,4443,4635
749,1921,6316,8273
750,468,1731,8319
751,737,5844,5982
752,1448,6463,7835
753,1771,3405,4472
754,5008,7449,9555
755,3589,6925,9634
756,1241,4417,7301
757,1964,3702,8467
758,1408,5175,9613
759,1664,7899,8116
760,1852,3360,5635
761,6535,7871,9203
762,2215,2768,6720
763,3493,4100,5902
764,1864,2068,5146
765,6860,6907,9868
766,4197,8279,8796
767,5555,5810,7528
768,498,5357,7083
769,2528,3841,5045
770,2780,9474,9505
771,3142,7475,9846
772,1400,7521,9712
773,1568,3628,5873
774,2543,5370,9977
775,4843,6796,9269
776,3870,4693,8151
777,5448,5521,6405
778,7586,7795,8243
779,186,6397,6842
780,1785,1895,6866
781,7044,8163,9227
782,4750,5186,5747
783,1488,4599,6290
784,2043,3460,5084
785,272,3213,9268
786,1066,8024,8147
787,801,3588,5223
788,376,6660,7284
789,1436,4289,4605
790,2590,7505,7535
791,4542,6807,8896
792,553,567,6179
793,414,8272,9193
794,2370,3676,9140
795,3470,7317,9370
796,257,1057,4044
797,1044,1785,5150
798,4379,7741,8789
799,3329,7334,7379
800,2823,6264,9125
801,2784,3447,4578
802,1764,2666,6109
803,4777,8154,9280
804,452,5101,7295
805,16,3190,5627
806,2035,5764,9609
807,218,2177,6364
808,1139,1448,1625
809,5070,5111,6512
810,5080,8057,8871
811,1987,2059,9082
812,3504,6328,8938
813,1128,6134,6900
814,2739,3616,4296
815,183,3807,5160
816,2889,2920,7199
817,3739,4844,9083
818,3128,5017,8176
819,4464,5521,5877
820,1900,6276,8305
821,1626,7733,9693
822,3026,5403,6867
823,341,896,2828
824,2771,7399,8591
825,5892,6872,7514
826,1235,8047,9625
827,5073,7628,7899
828,3424,4609,6129
829,5735,6804,8571
830,30,241,4540
831,5095,8502,9752
832,2721,5459,9412
833,6251,8854,9523
834,1694,2260,8395
835,2954,3451,6030
836,223,1275,4508
837,5589,7647,8353
838,3918,6726,9014
839,2070,6278,8067
840,766,3761,6615
841,1719,3270,9959
842,2620,4354,8872
843,1950,2495,4268
844,2679,8369,9204
845,54,5118,5135
846,2121,2851,9226
847,1547,4767,8389
848,647,6277,9279
849,3369,8227,9582
850,6662,9715,9978
851,2257,4362,7355
852,825,7471,9171
853,1718,4354,8094
854,1007,5722,5963
855,1211,2260,3073
856,3764,4293,6349
857,6952,7179,9750
858,1112,4719,4886
859,2755,7146,9961
860,1177,4843,8384
861,345,1915,8902
862,4536,5580,9993
863,1372,1415,6629
864,2754,4455,6667
865,1579,3598,5304
866,4288,8399,9785
867,3789,4458,8842
868,2979,3573,7242
869,424,2799,6220
870,2145,2261,2953
871,1944,3587,9142
872,449,1877,3439
873,790,840,7533
874,2084,4475,6032
875,1342,9042,9217
876,2686,5855,5932
877,3221,3510,8232
878,333,664,6141
879,1125,1568,6014
880,2642,5536,8746
881,1378,7049,8366
882,4073,4122,8776
883,3000,4906,7526
884,5680,5878,6641
885,238,3965,9157
886,6072,7383,9725
887,4971,6246,6305
888,4478,7388,7777
889,2597,7281,9535
890,3174,3953,5092
891,1757,3850,6816
892,1099,5325,8369
893,91,680,7679
894,43,7372,8721
895,3459,5309,7084
896,3922,8880,9441
897,595,4255,8649
898,5166,6127,8692
899,5128,5531,9226
900,713,4678,4711
901,475,6932,9263
902,3281,3747,6888
903,3260,4839,5627
904,2691,3306,6220
905,1864,5501,5715
906,717,1702,5647
907,715,5697,9766
908,508,2742,8669
909,969,4382,5517
910,1391,5276,9179
911,5171,7144,9210
912,1060,6191,6540
913,3747,6499,6708
914,6185,8753,8781
915,939,2341,7581
916,2191,5128,8809
917,2815,5316,6167
918,314,781,2686
919,4253,5752,9786
920,5625,8474,8914
921,667,6683,6888
922,806,2897,9547
923,875,4162,5848
924,9,6629,6670
925,3965,7509,8042
926,1768,3798,8939
927,1167,5423,7485
928,392,1499,8893
929,2709,4125,9737
930,4098,4322,6900
931,8052,8135,9360
932,992,5363,8136
933,3414,3850,5049
934,3389,6027,6217
935,2516,7808,7948
936,3094,6223,9494
937,2770,3047,7526
938,281,787,9646
939,1677,2317,7503
940,9026,9175,9685
941,2886,7838,9387
942,876,985,8921
943,823,6886,9758
944,462,6041,8813
945,4897,7262,9373
946,2394,4503,8615
947,719,2095,6409
948,3907,6585,9964
949,4875,6456,7386
950,729,6439,7789
951,191,2584,8755
952,770,6496,9006
953,9,4028,5459
954,2950,3764,7389
955,3778,5010,7995
956,1188,3595,4494
957,3315,3828,7891
958,324,1304,3642
959,2286,2328,4383
960,774,6176,8464
961,466,1487,7280
962,600,1937,7350
963,496,3941,5405
964,3888,4691,6273
965,660,679,1395
966,2303,5528,7016
967,307,3229,8535
968,3445,9016,9147
969,2617,7855,7956
970,4699,6342,8787
971,5089,5670,7086
972,2230,3519,3802
973,2867,7220,8043
974,3429,5561,7508
975,1499,1959,2059
976,6341,8045,8243
977,2994,3245,5667
978,3374,3970,4488
979,5373,6575,6673
980,3973,4470,9772
981,1339,2450,4487
982,4995,6172,6608
983,448,2584,7320
984,248,3639,4841
985,4336,5197,6456
986,6190,6492,8002
987,1743,5790,7590
988,1590,4124,9140
989,1130,2396,6406
990,3196,5350,8002
991,5149,6677,8466
992,2088,8943,9799
993,3269,6777,7081
994,2242,5139,6266
995,148,2593,6901
996,3007,6120,8612
997,5542,8434,8829
998,4869,7050,9664
999,721,1216,4090
