294,692,0
879,740,57
734,704,80
388,605,76
831,811,17
871,7,85
492,881,76
565,192,9
315,151,32
573,251,8
578,722,4
829,493,59
313,70,79
629,862,76
63,886,46
317,707,21
545,271,9
349,834,51
243,352,84
797,694,46
340,712,47
926,438,26
370,835,6
20,917,91
251,457,45
832,106,5
533,464,71
760,49,90
75,369,54
109,53,47
197,734,32
301,289,21
852,438,98
223,892,87
231,267,99
519,747,73
338,685,55
772,883,34
985,881,14
922,293,51
438,189,98
676,382,98
821,944,95
111,218,38
592,366,26
891,959,92
317,236,15
228,291,5
70,580,81
652,875,3
207,425,18
460,53,9
396,836,37
244,122,50
712,925,51
725,16,91
315,261,21
357,802,13
869,901,31
428,225,34
808,863,48
456,133,41
844,380,69
845,729,68
581,188,14
50,798,64
656,63,6
176,0,33
177,373,9
270,307,59
151,593,53
482,795,54
75,71,44
197,134,42
558,243,56
986,84,92
714,104,2
384,906,98
650,48,7
376,675,50
978,40,57
63,139,9
169,845,82
901,592,44
445,90,72
577,83,3
482,512,12
290,199,33
542,589,3
494,378,54
460,86,22
835,697,89
702,949,25
661,990,12
807,314,7
936,208,67
430,391,32
940,435,48
960,30,12
39,369,44
119,662,95
995,316,38
357,828,39
449,811,8
783,356,35
262,72,22
359,624,82
294,48,15
694,627,94
368,780,97
443,162,86
468,834,65
882,384,13
346,154,33
150,685,81
928,106,65
236,660,60
846,579,28
439,296,87
381,99,46
994,356,27
103,793,48
959,2,28
169,254,72
188,505,95
429,865,12
724,608,99
961,682,81
301,404,56
976,256,63
333,149,35
792,979,92
654,686,63
871,412,11
839,741,30
316,715,98
968,290,50
837,597,97
270,614,41
782,201,54
425,31,70
719,270,84
129,961,80
756,42,88
854,335,30
907,240,60
711,798,73
671,303,75
291,523,35
66,816,23
170,60,44
374,980,58
761,453,85
595,34,71
259,346,39
593,606,100
971,446,19
755,288,38
902,632,12
497,163,21
697,998,80
123,729,11
14,502,50
12,691,13
666,302,11
851,256,18
245,217,43
372,814,44
56,660,75
23,810,58
504,56,79
116,660,91
489,578,42
963,627,21
339,577,19
200,954,60
616,961,99
379,786,50
332,654,24
794,106,17
213,375,72
182,277,5
510,211,57
615,927,79
533,328,73
117,816,52
115,334,36
968,191,69
551,329,29
691,701,12
444,801,63
152,360,26
852,141,54
981,192,77
534,614,93
28,907,30
391,477,17
730,967,100
995,419,35
622,533,57
154,636,71
616,668,19
806,524,65
66,878,73
290,663,52
798,210,21
115,795,7
276,735,38
621,348,23
705,933,15
340,626,52
975,583,65
812,998,65
205,383,92
802,231,41
383,849,17
789,8,34
693,167,86
764,712,18
792,95,88
212,73,15
874,935,36
552,73,9
510,825,70
130,856,38
586,310,29
779,740,16
793,915,89
540,904,45
657,355,64
291,889,6
264,617,60
840,573,100
816,50,25
782,804,33
574,688,72
2,993,3
230,288,92
98,523,82
384,236,42
814,228,77
5,291,63
687,197,32
364,385,42
565,321,55
409,978,4
173,151,91
869,165,89
492,327,50
123,2,24
550,628,72
578,227,13
354,174,52
355,481,50
969,129,53
286,909,54
436,883,48
261,688,83
743,337,63
207,873,77
247,842,71
589,267,54
734,255,75
984,980,31
47,491,61
560,472,32
665,948,76
810,873,4
554,114,36
470,527,96
881,131,15
635,37,69
207,896,8
289,911,16
862,332,72
744,388,22
660,550,66
784,747,72
315,983,82
756,230,35
309,582,3
536,285,53
944,157,8
245,281,98
266,715,60
740,305,46
354,656,17
670,22,31
884,676,45
713,908,1
723,215,77
24,474,2
596,434,20
941,998,11
244,75,32
953,547,78
74,551,87
403,125,92
604,221,61
951,234,68
724,806,49
137,108,13
930,265,26
499,767,67
219,762,76
570,63,88
717,504,92
693,860,88
344,409,40
211,542,92
137,453,24
722,437,94
731,97,29
141,951,0
683,417,51
832,21,35
582,604,35
202,731,58
72,904,64
972,444,77
447,474,86
609,810,4
466,655,52
615,569,97
974,440,49
531,573,43
690,306,46
953,531,5
428,719,92
28,159,11
476,195,59
637,8,82
542,487,81
